section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated
main news,2019-10-07,20191007,"Sun, The (Baltimore, MD)",Christine Zhang,"Sgt. charged in assault leads city in pay; 
Baltimore police earning overtime among city's top-paid employees",448875,807,38,0,12,0,0,0,0
main news,2019-10-07,20191007,"Sun, The (Baltimore, MD)",Stephen J.K. Walters,Is the drug war more dangerous than drugs?,448876,790,41,1,14,0,0,0,0
main news,2019-10-07,20191007,"Sun, The (Baltimore, MD)",Alison Knezevich,"Official to push housing; 
bill again; 
HOME Act would give Balto. Co. renters who use vouchers more options",448878,1090,58,0,13,0,0,0,0
main news,2019-10-07,20191007,"Sun, The (Baltimore, MD)",Calvin Ball,"Model civility for our kids; 
in redistricting conversation",448880,640,30,0,6,0,0,0,0
main news,2019-10-07,20191007,"Sun, The (Baltimore, MD)",Pamela Wood,"Governor to unveil census promotion; 
Plan coming after complaints from Democratic officials",448881,250,14,0,2,0,0,0,0
main news,2019-10-07,20191007,"Sun, The (Baltimore, MD)",NA,Editorial notebook: Another kid's potential lost,448882,788,46,3,10,0,0,0,0
main news,2019-10-07,20191007,"Sun, The (Baltimore, MD)",Colin Campbell,"Dr. James Quinlan Jr.; 
University of Maryland internist, professor, saxophone player in Sentimental Journey and record collector",448883,764,49,0,0,0,0,0,0
main news,2019-10-07,20191007,"Sun, The (Baltimore, MD)",NA,"'Joker' laughs its way to October record; 
CELEBRITIES; 
Tribune news services",448884,447,28,2,3,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Tim Prudente; THE BALTIMORE SUN,"Towson millionaire gets  22 years for Ponzi scheme; 
Judge orders 'next Bernie Madoff' to pay back $189M swindled from investors",448885,1143,97,0,21,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Starling Hathcock; THE BALTIMORE SUN,Abusing your partner abuses your child,448886,546,29,0,16,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",H.K. Roy; THE BALTIMORE SUN,President's war against intelligence will backfire,448887,651,36,0,12,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen; THE BALTIMORE SUN,"Karen E. Shelton; 
Baltimore County's first female African American police officer, she also served in IA at the Baltimore City Sheriff's Department",448888,1281,90,0,6,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Colin Campbell; THE BALTIMORE SUN,Experts: Raking fall leaves bad for environment,448889,879,42,0,0,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,A good reminder to get vaccinated,448890,780,43,0,10,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Laura Bankey; THE BALTIMORE SUN,"Stop talking,; 
start acting; 
on climate; 
change",448891,699,32,0,16,1,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Jessica Anderson; THE BALTIMORE SUN,"Police to draw new districts under law; 
Unchanged since 1950s, Baltimore boundaries will adjust after each census",448893,485,25,0,4,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,"Readers Respond; 
Where are the fathers of kids caught up in crime?",448894,776,41,1,10,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Scott Dance; THE BALTIMORE SUN,"Baltimore aid programs to repair failing pipes pay out 1% of funds; 
Talk of reforms comes up as residents cope with aging water, sewer infrastructure",448895,1122,43,0,15,0,1,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Colin Campbell; THE BALTIMORE SUN,Police: 1 killed in quadruple West Baltimore shooting,448897,512,22,0,4,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Jessica Anderson; THE BALTIMORE SUN,"Commissioner shuffles command staff; 
Baltimore police leader taps head of homicide for 'high priority' recruitment post",448898,366,24,0,3,0,0,0,0
wknd,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Christina Tkacik; THE BALTIMORE SUN,"Food hall favorites; 
From shortrib melts to crab dip pizza, Cross Street Market has lunch covered",448899,1238,54,1,5,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,Alternative Fact of the Week: Good Hogan/Bad Hogan,448900,753,37,0,9,0,0,0,0
wknd,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Elizabeth Nonemaker  covers classical music for the Baltimore Sun as a freelance writer.; THE BALTIMORE SUN,"Test of time; 
Over 15 years, Evolution Contemporary Music has showcased new sounds. Here's how they do it.",448901,1242,49,3,24,0,0,0,0
main news,2019-10-11,20191011,"Sun, The (Baltimore, MD)",Dan ;Rodricks; THE BALTIMORE SUN,How snickerdoodles launched this 20-year-old's culinary career,448903,883,53,1,5,0,0,0,0
wknd,2019-10-11,20191011,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,Weekend Watch,448904,344,29,3,0,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Lillian Reed,"Man charged with shooting 2-year-old; 
Police: Alleged road rage incident leaves toddler hospitalized",448905,473,27,1,17,0,1,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Amy Dickinson,"Family wrestles with racist label; 
Ask Amy",448906,748,54,0,6,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen; THE BALTIMORE SUN,"Julia W. 'Judy' Buchanan, medical book editor",448907,435,38,0,2,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Taylor DeVille,"Catonsville wants to make arts status official with state; 
City seeks Balto. County's first Arts & Entertainment District designation",448908,566,21,0,2,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,448909,622,57,0,12,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",NA,"NBC blasts Farrow: 'We have no secrets'; 
CELEBRITIES; 
Tribune news services",448910,503,30,0,9,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Richard E. Vatz,Towson professor: Conservatives face discrimination in higher education,448911,615,21,0,18,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Craig Beyrouty,"We must provide for our farmers so; 
they can continue to provide for us",448912,542,16,0,14,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Jacques Kelly; THE BALTIMORE SUN,"Richard W. Jackson; 
After editing young adult books at Bradbury Press, he then moved to Towson where he wrote his own children's books",448913,861,71,0,5,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",NA,Aerial surveillance is not the answer to city's crime problem,448914,785,37,0,15,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Leonard;Pitts Jr.,It can happen here,448915,637,48,0,11,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,"Readers Respond; 
Aerial surveillance is not the answer to city's crime problem",448916,785,37,0,15,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",NA,Rising seas threaten more than the Naval Academy,448917,749,42,0,2,0,1,0,0
business,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Ian Thibodeau; The Detroit News,"Pressure for UAW, GM agreement ramps up",448918,290,16,3,3,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",NA,"Julia W. 'Judy' Buchanan, medical book editor",448920,435,38,0,2,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,Rising seas threaten more than the Naval Academy,448921,749,42,0,2,0,1,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",Jacques Kelly,"Richard W. Jackson; 
After editing young adult books at Bradbury Press, he then moved to Towson where he wrote his own children's books",448923,861,71,0,5,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",NA,Lt. Gov. Rutherford: Confederate plaque part of state's 'complex' history,448925,751,41,6,16,0,0,0,0
main news,2019-10-15,20191015,"Sun, The (Baltimore, MD)",NA,Briefs,448926,621,22,0,5,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",Jacques Kelly,"City traffic once depended on homemade signals; 
Baltimore surrendered its last hand-operated system in 1951",448927,622,35,1,9,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",NA,Remembering Elijah Cummings,448928,82,7,0,1,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",Tim Prudente,"Mosby giveslist topolice; 
'Hundreds of officers' identified with alleged credibility issues",448930,1158,61,1,25,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",NA,Give surveillance plane a chance,448931,553,27,7,13,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",Luke Broadwater,"Rare congressional vacancy created by Cummings' death; 
Opportunity has many lawmakers and officials facing a tough decision",448932,1304,94,0,18,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",Lorraine Mirabella,"Closure of General Motors' White Marsh plant is official; 
UAW wasn't able to secure work; 
for factory, local union officials told",448933,450,21,0,2,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen,"Helen Jewel Gray; 
The Catonsville resident was a Baltimore nurse practitioner, educator and enthusiastic hat collector and wearer of millinery",448934,592,46,2,1,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",Luke Broadwater,Mayor Young moves to name Baltimore courthouse for Cummings,448935,618,35,0,16,0,0,0,0
main news,2019-10-19,20191019,"Sun, The (Baltimore, MD)",NA,"Lambert: Easier now to be 'queer' in music; 
CELEBRITIES; 
Tribune news services",448936,580,36,0,3,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",David Zurawik,"Conspiracy theories galore in war on truth; 
Hillary Clinton goes Joe McCarthy to further poison information ecosystem; 
Z on TV",448938,1249,65,1,35,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Lorraine Mirabella,Domino Sugar donates 'Sweet Toot' to B&O Railroad Museum,448940,374,14,0,3,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",NA,"Genetics studies have; 
great value in psychiatry",448941,783,50,1,10,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Dan ;Rodricks,"Young Tommy, Baltimore in the '60s and a thing called courage",448942,996,48,1,4,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Lorraine Mirabella,"Former Osiris executive agrees to $40K penalty; 
SEC dismisses charges against ex-chief financial officer in accounting fraud case",448943,449,26,0,16,2,0,0,0
taste,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Jess Nocera,"3 new restaurants announced for Columbia Merriweather District; 
Baltimore diner",448944,288,13,1,3,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Joseph Giacalone,"'Apathy and ignorance'; 
on crime in Baltimore",448945,669,49,0,14,1,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",NA,"Phyllis V. Cobb, retired housekeeper",448947,220,22,0,0,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",NA,Impeachment of Trump now seems a certainty,448948,659,33,0,22,0,0,0,0
taste,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Christina Tkacik,"The Rathskeller brings German food to Elkridge's Main Street; 
baltimore diner",448949,152,6,0,3,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",NA,Briefs,448950,616,23,0,12,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Kevin Rector,"Balto to pay $40K to man shot in 2014 by officer; 
Incident led to; 
cop's conviction; 
and imprisonment",448951,301,9,1,5,0,0,0,0
taste,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Christina Tkacik,"Pumpkin craving; 
11 pumpkin foods to eat in the Baltimore area right now",448952,1024,72,0,4,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Jeff Barker,What Cummings did as he 'worked until his last breath',448953,450,26,0,8,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen,"James R. 'Dickie' Harris; 
Ashburton resident, 81, was a retired aquatics director; 
for Baltimore City Department of Recreation and Parks",448954,998,66,0,4,0,0,0,0
taste,2019-10-23,20191023,"Sun, The (Baltimore, MD)",James P. DeWan,"Spice up mealtime; 
Let fragrant chana masala be your entry to Indian cuisine; 
Prep School",448955,1415,88,0,9,0,0,0,0
main news,2019-10-23,20191023,"Sun, The (Baltimore, MD)",Jessica Anderson,"OT policy for BPD gets fast response; 
Harrison says 25 officers sidelined as injured declared they are healthy enough for full duty",448956,541,30,0,5,0,0,0,0
life and travel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Rick Steves,Portugal's tranquil Tomar is worth a stop,448957,897,46,0,5,0,0,0,0
howard,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Jess Nocera,"Rising juniors will not be moved; 
Howard school board: Next work session will focus on capacity",448958,698,32,0,6,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Dan ;Rodricks,Looks like Mick 'The Mouth' gave lawsuit against Trump a boost,448959,916,47,1,17,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",NA,Baltimore rises as a giant of the Senate steps down,448962,676,28,0,1,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Brit Morse; Inc.,"A hidden gem for powerful women; 
New York City-based private women's network Chief offers mentorship opportunities, career coaching sessions and networking events to C-suite execs and rising vice presidents",448963,816,34,0,5,0,0,0,0
howard,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Jess Nocera,"Rep. Elijah Cummings remembered; 
Longtime congressman known as 'tremendous voice' for the county",448964,956,57,1,15,0,0,0,0
life and travel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Christina Tkacik,"Does  new R&R Taqueria live up to the TV hype of the original?; 
Quick Bite",448966,572,36,2,3,0,0,0,0
anne arundel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Olivia Sanchez,"County prunes forest bill; 
Pittman says he will sign controversial conservation measure",448967,830,36,0,17,0,0,0,0
anne arundel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Olivia Sanchez,"Council asked to equal playing field; 
Residents request equitable funding to improve sporting facilities in south county",448968,571,25,0,8,7,0,0,0
anne arundel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Selene San Felice,"Midshipmen outwitting  artificial intelligence; 
Naval Academy conference lets them showcase real-world solutions",448969,507,24,0,5,0,0,0,0
anne arundel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",NA,Announcements,448970,2889,425,28,9,1,0,0,0
anne arundel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Bob Hough,"Northeast football team forced to forfeit win; 
Investigation determines school used ineligible player",448971,306,16,0,3,0,0,0,0
life and travel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Heidi Stevens,"Helicopter parenting isn't all bad; 
Plus other tips for parenting teens, from the authors of 'Grown and Flown'; 
Balancing Act",448972,918,64,0,2,0,0,0,1
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Rick Bentley; Tribune News Service,"'Maleficent' sequel a puzzle for director; 
Joachim RÃ¸nning found the answer in Michelle Pfeiffer",448973,765,38,0,4,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",NA,"Use settlement to fight addiction, not budget",448974,712,40,2,6,0,0,0,0
anne arundel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Ariana Perez,"Ghost tour inspired London trip, book; 
First-time Annapolis author traveled to bring greater; 
detail to her paranormal tale",448975,764,33,0,2,0,0,0,0
life and travel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",NA,Maryland Food Bank's Blue Jean Ball,448976,253,20,0,1,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Muri AssunÃ§Ã£o; New York Daily News,"HBO's new Max to profile; 
forgotten LGBTQ heroes",448977,487,16,0,5,0,0,0,0
howard,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Katie Jones,"Trucking along; 
Food trucks bringing Howard County community together",448978,833,63,0,7,0,0,0,0
howard,2019-10-27,20191027,"Sun, The (Baltimore, MD)",NA,Calendar,448979,1348,189,2,5,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Jonah Goldberg,Republican pressure on Trump was long overdue,448980,798,57,0,21,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",William B. Robertson,Woody's Job Corps: A 1973 lesson for 'squeegee kids',448981,1084,74,0,8,0,0,0,0
anne arundel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",E.B. Furgurson III,"Anne Arundel County students' artwork 'Wows'; 
20 painting, drawings on display at the Arundel Center",448982,478,35,0,0,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,448983,585,50,0,3,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Jacques Kelly,"Oliver S. Travers Jr.; 
Business executive who lived in Hampton section of Towson co-founded charitable foundation to aid poor in Baltimore",448984,751,59,2,2,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Jill Schlesinger,"Preparing for Armageddon; 
Jill on Money",448985,626,27,0,9,0,0,0,0
anne arundel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Rick Hutzell,"Mother  sues Anne Arundel for alleged; 
fraud and libel; 
Claims police rushed to call daughter's death suicide",448986,330,14,0,6,0,0,0,0
howard,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Janene Holzberg,Marriotts Ridge grad's PBR can design on shelves now,448987,922,35,0,5,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Pamela Wood,"Lawmakers eye vaping product restrictions; 
State bill would ban flavors amid rise in lung-related illnesses",448988,605,32,0,9,0,0,0,0
life and travel,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Jae-Ha Kim; Tribune Content Agency,"Forging a sense of belonging in London; 
CELEBRITY TRAVELER",448989,598,41,0,4,0,0,0,0
main news,2019-10-27,20191027,"Sun, The (Baltimore, MD)",Kevin J. Ryan; Inc.,"Companies cut out carbon; 
Climate Neutral certifies that; 
companies have a carbon footprint of zero",448990,808,40,0,11,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Laura Thompson Love,A necessary education for white Americans,448991,764,32,0,10,1,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Jacques Kelly; THE BALTIMORE SUN,"Philip S. Dubey; 
Howard Street antiques dealer and expert on Chinese Export porcelain 'loved to educate people' about wares",448992,769,62,1,2,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,"Readers Respond; 
No Baltimore 'renaissance' with gag orders still in use",448993,763,46,0,13,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",NA,It's time to ban flavored tobacco products,448994,747,43,0,4,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Chris Kaltenbach,"The Westminster catacombs, a classic city haunt",448995,286,14,2,5,0,0,0,0
health and style,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Sameer Rao; THE BALTIMORE SUN,"Feeling the spurn; 
Six brands fitness fanatics can't; 
find in Baltimore",448997,475,27,0,4,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Laura Thompson Love; THE BALTIMORE SUN,A necessary education for white Americans,448998,764,32,0,10,1,0,0,0
health and style,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Sameer Rao,"Feeling the spurn; 
Six brands fitness fanatics can't; 
find in Baltimore",448999,475,27,0,4,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Luke Broadwater,"Wrongfully imprisoned tell of scars; 
Millions in payouts from Md. can't replace time lost",449001,1290,82,1,9,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Raymond Daniel Burke,Funeral for fiscal responsibility,449002,721,30,0,8,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Tim Prudente ;and Jessica Anderson,"Baltimore police kill suspect in struggle; 
Commissioner says man lunged at armed officer",449003,817,55,1,9,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Amy Dickinson; Tribune Newspapers,"Elderly mother caught in a lie; 
Ask Amy",449004,730,37,0,12,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Daniel Suleiman,First Step Act should be retroactive,449005,749,55,0,20,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Kevin Rector; THE BALTIMORE SUN,"$8M  settlement approved for shot police trainee; 
Accident in training exercise in '13 caused brain damage",449006,999,47,1,8,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Jacques Kelly,"Philip S. Dubey; 
Howard Street antiques dealer and expert on Chinese Export porcelain 'loved to educate people' about wares",449007,769,62,1,2,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen; THE BALTIMORE SUN,"Diane Cromwell, administrative assistant",449008,372,31,0,3,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Amy Dickinson,"Elderly mother caught in a lie; 
Ask Amy",449009,730,37,0,12,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",NA,"Diane Cromwell, administrative assistant",449010,372,31,0,3,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Colin Campbell,"Portal to display lobbying disclosures; 
Baltimore project intended to improve city's transparency",449011,700,22,0,4,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",NA,No Baltimore 'renaissance' with gag orders still in use,449012,763,46,0,13,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",NA,Conowingo settlement helpful but ultimately disappointing,449016,759,33,0,7,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",Daniel Suleiman; THE BALTIMORE SUN,First Step Act should be retroactive,449017,749,55,0,20,0,0,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",NA,"Legend and Clarkson sing update of 'Baby, It's Cold Outside'; 
CELEBRITIES; 
Tribune news services",449019,492,28,1,4,0,1,0,0
main news,2019-10-31,20191031,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,It's time to ban flavored tobacco products,449021,747,43,0,4,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Julia Guarneri,Homogenizing America through newspapers,449022,749,39,2,6,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",NA,"Trump absent, ASEAN charts trade bloc path led by China; 
NEWS BRIEFING; 
Staff and news services; 
Former President Carter is back teaching Sunday school; 
Vigil planned for NH couple found dead at Texas beach; 
White nationalists seen filming at Emmett Till memorial; 
Iraqi protesters attack Iran consulate in Karbala; 
Marchers demand halt to killings; 
of females",449024,1049,46,8,17,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",NA,"Capital Gazette: Justice; 
is a concept for the living",449025,458,32,0,5,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Colin Campbell,'Brilliant Baltimore': Light City and Book Festival combine for weekend,449026,842,53,4,0,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Kalman R. Hettleman,Accountability critical for Md. education reform,449028,752,40,0,8,3,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",NA,"Zac Posen shuts down fashion label; 
CELEBRITIES; 
Tribune news services",449029,404,38,1,3,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Scott Dance,"Bill seeks; 
to rename building for Cummings",449030,355,24,0,5,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Chris Kaltenbach,"F. Colson 'Cole' Taylor; 
Co-founder of Emergency Veterinary Clinic in Catonsville worked with the Baltimore police K-9 unit for many years",449031,824,61,1,5,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,"Capital Gazette: Justice; 
is a concept for the living",449032,458,32,0,5,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Colin Campbell; THE BALTIMORE SUN,'Brilliant Baltimore': Light City and Book Festival combine for weekend,449033,842,53,4,0,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",David Zurawik,"David Simon defends James Franco again, but should he?; 
Z on TV",449034,859,39,3,12,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Scott Dance; THE BALTIMORE SUN,"Bill seeks; 
to rename building for Cummings",449036,355,24,0,5,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Chris Kaltenbach; THE BALTIMORE SUN,"F. Colson 'Cole' Taylor; 
Co-founder of Emergency Veterinary Clinic in Catonsville worked with the Baltimore police K-9 unit for many years",449037,824,61,1,5,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Wilborn P. Nobles III,"County killings up 52% for year; 
Baltimore County sees homicide count rise vs. first 10 months of 2018",449038,1042,45,0,18,0,0,0,0
main news,2019-11-04,20191104,"Sun, The (Baltimore, MD)",Lorraine Mirabella,"Pelosi warns Maryland Dems of 'assault'; 
At gala says White House is attacking 'our democracy,' calls for unity from party",449040,662,33,1,15,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Jacques Kelly,"Stephen Dixon; 
Novelist, celebrated short story writer and retired; 
Johns Hopkins University writing professor, dies at 83",449041,932,75,3,1,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Cal Thomas,Who needs spiritual advisers?,449042,705,32,0,9,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Dan ;Rodricks,"In Coppin Heights, a big opportunity comes into view",449043,916,42,1,10,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Alex Mann,"Trial to decide Capital Gazette gunman's sanity gets new date; 
Judge sets proceedings for Jarrod Ramos for March 4 after agreeing to delay",449044,767,27,0,7,0,0,0,1
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Liz Bowie,University System of Maryland names new chancellor,449045,631,25,0,5,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Talia Richman,"Baltimore Council seeks answers after cyberattack; 
Committee meets for 1st time to work on solutions; 
to strengthen city's IT",449047,472,20,0,10,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen; THE BALTIMORE SUN,"Patricia C. Knepp, retired teacher",449048,320,24,0,0,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",THE BALTIMORE SUN,Removing bad judges from the bench,449049,622,32,0,17,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",NA,Removing bad judges from the bench,449050,622,32,0,17,0,0,0,0
main news,2019-11-08,20191108,"Sun, The (Baltimore, MD)",Lorraine Mirabella,"Lawsuit: Under Armour executives misled investors; 
Complaint alleges revenue shifted between quarters",449051,547,25,1,6,0,0,0,0
